image_id,filename,true_class,model,predicted_class,confidence,threshold
125,glioma/Te-gl_211.jpg,glioma,EfficientNetB0,meningioma,0.88134765625,0.8
126,glioma/Te-gl_212.jpg,glioma,EfficientNetB0,meningioma,0.97998046875,0.8
145,glioma/Te-gl_23.jpg,glioma,EfficientNetB0,meningioma,0.80810546875,0.8
164,glioma/Te-gl_247.jpg,glioma,EfficientNetB0,meningioma,0.9052734375,0.8
177,glioma/Te-gl_259.jpg,glioma,EfficientNetB0,notumor,0.9375,0.8
182,glioma/Te-gl_263.jpg,glioma,EfficientNetB0,meningioma,0.888671875,0.8
183,glioma/Te-gl_264.jpg,glioma,EfficientNetB0,notumor,0.87890625,0.8
192,glioma/Te-gl_272.jpg,glioma,EfficientNetB0,meningioma,0.97998046875,0.8
195,glioma/Te-gl_275.jpg,glioma,EfficientNetB0,meningioma,0.84814453125,0.8
197,glioma/Te-gl_277.jpg,glioma,EfficientNetB0,notumor,0.8154296875,0.8
230,glioma/Te-gl_306.jpg,glioma,EfficientNetB0,meningioma,0.90380859375,0.8
235,glioma/Te-gl_310.jpg,glioma,EfficientNetB0,meningioma,0.9541015625,0.8
238,glioma/Te-gl_313.jpg,glioma,EfficientNetB0,notumor,0.86767578125,0.8
245,glioma/Te-gl_32.jpg,glioma,EfficientNetB0,meningioma,0.80078125,0.8
249,glioma/Te-gl_323.jpg,glioma,EfficientNetB0,pituitary,0.88330078125,0.8
264,glioma/Te-gl_337.jpg,glioma,EfficientNetB0,meningioma,0.9267578125,0.8
265,glioma/Te-gl_338.jpg,glioma,EfficientNetB0,meningioma,0.97998046875,0.8
279,glioma/Te-gl_350.jpg,glioma,EfficientNetB0,notumor,0.92919921875,0.8
287,glioma/Te-gl_358.jpg,glioma,EfficientNetB0,meningioma,0.8173828125,0.8
303,glioma/Te-gl_372.jpg,glioma,EfficientNetB0,notumor,0.9267578125,0.8
321,glioma/Te-gl_389.jpg,glioma,EfficientNetB0,meningioma,0.80078125,0.8
322,glioma/Te-gl_39.jpg,glioma,EfficientNetB0,meningioma,0.8603515625,0.8
342,glioma/Te-gl_47.jpg,glioma,EfficientNetB0,meningioma,0.921875,0.8
352,glioma/Te-gl_56.jpg,glioma,EfficientNetB0,meningioma,0.9453125,0.8
355,glioma/Te-gl_59.jpg,glioma,EfficientNetB0,notumor,0.88037109375,0.8
359,glioma/Te-gl_62.jpg,glioma,EfficientNetB0,notumor,0.876953125,0.8
365,glioma/Te-gl_68.jpg,glioma,EfficientNetB0,meningioma,0.9541015625,0.8
372,glioma/Te-gl_74.jpg,glioma,EfficientNetB0,notumor,0.9560546875,0.8
376,glioma/Te-gl_78.jpg,glioma,EfficientNetB0,notumor,0.9267578125,0.8
383,glioma/Te-gl_84.jpg,glioma,EfficientNetB0,meningioma,0.90869140625,0.8
386,glioma/Te-gl_87.jpg,glioma,EfficientNetB0,meningioma,0.80126953125,0.8
397,glioma/Te-gl_97.jpg,glioma,EfficientNetB0,notumor,0.89990234375,0.8
401,meningioma/Te-aug-me_10.jpg,meningioma,EfficientNetB0,pituitary,0.95361328125,0.8
409,meningioma/Te-aug-me_14.jpg,meningioma,EfficientNetB0,pituitary,0.89453125,0.8
492,meningioma/Te-aug-me_9.jpg,meningioma,EfficientNetB0,pituitary,0.94287109375,0.8
495,meningioma/Te-aug-me_92.jpg,meningioma,EfficientNetB0,glioma,0.94970703125,0.8
496,meningioma/Te-aug-me_93.jpg,meningioma,EfficientNetB0,pituitary,0.89990234375,0.8
505,meningioma/Te-me_100.jpg,meningioma,EfficientNetB0,pituitary,0.970703125,0.8
520,meningioma/Te-me_114.jpg,meningioma,EfficientNetB0,pituitary,0.85498046875,0.8
521,meningioma/Te-me_115.jpg,meningioma,EfficientNetB0,pituitary,0.85546875,0.8
527,meningioma/Te-me_120.jpg,meningioma,EfficientNetB0,glioma,0.8154296875,0.8
538,meningioma/Te-me_130.jpg,meningioma,EfficientNetB0,pituitary,0.80078125,0.8
544,meningioma/Te-me_136.jpg,meningioma,EfficientNetB0,glioma,0.9072265625,0.8
561,meningioma/Te-me_151.jpg,meningioma,EfficientNetB0,glioma,0.95166015625,0.8
580,meningioma/Te-me_169.jpg,meningioma,EfficientNetB0,pituitary,0.9482421875,0.8
599,meningioma/Te-me_186.jpg,meningioma,EfficientNetB0,notumor,0.8310546875,0.8
625,meningioma/Te-me_209.jpg,meningioma,EfficientNetB0,pituitary,0.9375,0.8
662,meningioma/Te-me_242.jpg,meningioma,EfficientNetB0,pituitary,0.9267578125,0.8
665,meningioma/Te-me_245.jpg,meningioma,EfficientNetB0,glioma,0.9853515625,0.8
698,meningioma/Te-me_275.jpg,meningioma,EfficientNetB0,glioma,0.84130859375,0.8
725,meningioma/Te-me_31.jpg,meningioma,EfficientNetB0,notumor,0.9912109375,0.8
728,meningioma/Te-me_34.jpg,meningioma,EfficientNetB0,glioma,0.9697265625,0.8
764,meningioma/Te-me_67.jpg,meningioma,EfficientNetB0,glioma,0.84423828125,0.8
792,meningioma/Te-me_92.jpg,meningioma,EfficientNetB0,pituitary,0.93505859375,0.8
793,meningioma/Te-me_93.jpg,meningioma,EfficientNetB0,pituitary,0.86474609375,0.8
875,notumor/Te-no_167.jpg,notumor,EfficientNetB0,meningioma,0.9951171875,0.8
1497,pituitary/Te-pi_367.jpg,pituitary,EfficientNetB0,glioma,0.8173828125,0.8
5,glioma/Te-gl_103.jpg,glioma,EfficientNetB0,meningioma,0.9541015625,0.9
11,glioma/Te-gl_109.jpg,glioma,EfficientNetB0,meningioma,0.98193359375,0.9
60,glioma/Te-gl_153.jpg,glioma,EfficientNetB0,meningioma,0.970703125,0.9
68,glioma/Te-gl_160.jpg,glioma,EfficientNetB0,meningioma,0.95166015625,0.9
99,glioma/Te-gl_189.jpg,glioma,EfficientNetB0,meningioma,0.900390625,0.9
117,glioma/Te-gl_204.jpg,glioma,EfficientNetB0,notumor,0.9375,0.9
126,glioma/Te-gl_212.jpg,glioma,EfficientNetB0,meningioma,0.97998046875,0.9
164,glioma/Te-gl_247.jpg,glioma,EfficientNetB0,meningioma,0.9052734375,0.9
177,glioma/Te-gl_259.jpg,glioma,EfficientNetB0,notumor,0.9375,0.9
192,glioma/Te-gl_272.jpg,glioma,EfficientNetB0,meningioma,0.97998046875,0.9
230,glioma/Te-gl_306.jpg,glioma,EfficientNetB0,meningioma,0.90380859375,0.9
235,glioma/Te-gl_310.jpg,glioma,EfficientNetB0,meningioma,0.9541015625,0.9
264,glioma/Te-gl_337.jpg,glioma,EfficientNetB0,meningioma,0.9267578125,0.9
265,glioma/Te-gl_338.jpg,glioma,EfficientNetB0,meningioma,0.97998046875,0.9
279,glioma/Te-gl_350.jpg,glioma,EfficientNetB0,notumor,0.92919921875,0.9
303,glioma/Te-gl_372.jpg,glioma,EfficientNetB0,notumor,0.9267578125,0.9
342,glioma/Te-gl_47.jpg,glioma,EfficientNetB0,meningioma,0.921875,0.9
352,glioma/Te-gl_56.jpg,glioma,EfficientNetB0,meningioma,0.9453125,0.9
365,glioma/Te-gl_68.jpg,glioma,EfficientNetB0,meningioma,0.9541015625,0.9
372,glioma/Te-gl_74.jpg,glioma,EfficientNetB0,notumor,0.9560546875,0.9
376,glioma/Te-gl_78.jpg,glioma,EfficientNetB0,notumor,0.9267578125,0.9
383,glioma/Te-gl_84.jpg,glioma,EfficientNetB0,meningioma,0.90869140625,0.9
397,glioma/Te-gl_97.jpg,glioma,EfficientNetB0,notumor,0.89990234375,0.9
401,meningioma/Te-aug-me_10.jpg,meningioma,EfficientNetB0,pituitary,0.95361328125,0.9
492,meningioma/Te-aug-me_9.jpg,meningioma,EfficientNetB0,pituitary,0.94287109375,0.9
495,meningioma/Te-aug-me_92.jpg,meningioma,EfficientNetB0,glioma,0.94970703125,0.9
496,meningioma/Te-aug-me_93.jpg,meningioma,EfficientNetB0,pituitary,0.89990234375,0.9
505,meningioma/Te-me_100.jpg,meningioma,EfficientNetB0,pituitary,0.970703125,0.9
544,meningioma/Te-me_136.jpg,meningioma,EfficientNetB0,glioma,0.9072265625,0.9
561,meningioma/Te-me_151.jpg,meningioma,EfficientNetB0,glioma,0.95166015625,0.9
580,meningioma/Te-me_169.jpg,meningioma,EfficientNetB0,pituitary,0.9482421875,0.9
625,meningioma/Te-me_209.jpg,meningioma,EfficientNetB0,pituitary,0.9375,0.9
662,meningioma/Te-me_242.jpg,meningioma,EfficientNetB0,pituitary,0.9267578125,0.9
665,meningioma/Te-me_245.jpg,meningioma,EfficientNetB0,glioma,0.9853515625,0.9
725,meningioma/Te-me_31.jpg,meningioma,EfficientNetB0,notumor,0.9912109375,0.9
728,meningioma/Te-me_34.jpg,meningioma,EfficientNetB0,glioma,0.9697265625,0.9
792,meningioma/Te-me_92.jpg,meningioma,EfficientNetB0,pituitary,0.93505859375,0.9
875,notumor/Te-no_167.jpg,notumor,EfficientNetB0,meningioma,0.9951171875,0.9
5,glioma/Te-gl_103.jpg,glioma,EfficientNetB0,meningioma,0.9541015625,0.95
11,glioma/Te-gl_109.jpg,glioma,EfficientNetB0,meningioma,0.98193359375,0.95
60,glioma/Te-gl_153.jpg,glioma,EfficientNetB0,meningioma,0.970703125,0.95
68,glioma/Te-gl_160.jpg,glioma,EfficientNetB0,meningioma,0.95166015625,0.95
126,glioma/Te-gl_212.jpg,glioma,EfficientNetB0,meningioma,0.97998046875,0.95
192,glioma/Te-gl_272.jpg,glioma,EfficientNetB0,meningioma,0.97998046875,0.95
235,glioma/Te-gl_310.jpg,glioma,EfficientNetB0,meningioma,0.9541015625,0.95
265,glioma/Te-gl_338.jpg,glioma,EfficientNetB0,meningioma,0.97998046875,0.95
365,glioma/Te-gl_68.jpg,glioma,EfficientNetB0,meningioma,0.9541015625,0.95
372,glioma/Te-gl_74.jpg,glioma,EfficientNetB0,notumor,0.9560546875,0.95
401,meningioma/Te-aug-me_10.jpg,meningioma,EfficientNetB0,pituitary,0.95361328125,0.95
505,meningioma/Te-me_100.jpg,meningioma,EfficientNetB0,pituitary,0.970703125,0.95
561,meningioma/Te-me_151.jpg,meningioma,EfficientNetB0,glioma,0.95166015625,0.95
665,meningioma/Te-me_245.jpg,meningioma,EfficientNetB0,glioma,0.9853515625,0.95
725,meningioma/Te-me_31.jpg,meningioma,EfficientNetB0,notumor,0.9912109375,0.95
728,meningioma/Te-me_34.jpg,meningioma,EfficientNetB0,glioma,0.9697265625,0.95
875,notumor/Te-no_167.jpg,notumor,EfficientNetB0,meningioma,0.9951171875,0.95
