image_id,filename,model,true_class,predicted_class,confidence,failure_type,target_layer,gradcam_filepath
144,glioma/Te-gl_229.jpg,VGG16,glioma,meningioma,0.97802734375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img144_pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0.png
145,glioma/Te-gl_23.jpg,ResNet50,glioma,glioma,0.9951171875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img145_pairwise_A_wrong_B_correct_VGG16_vs_ResNet50.png
145,glioma/Te-gl_23.jpg,VGG16,glioma,meningioma,0.990234375,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img145_pairwise_A_wrong_B_correct_VGG16_vs_ResNet50.png
164,glioma/Te-gl_247.jpg,EfficientNetB0,glioma,meningioma,0.9052734375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img164_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
164,glioma/Te-gl_247.jpg,EfficientNetB0,glioma,meningioma,0.9052734375,glioma_meningioma_confusion,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img164_glioma_meningioma_confusion.png
164,glioma/Te-gl_247.jpg,ResNet50,glioma,glioma,0.95263671875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img164_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
167,glioma/Te-gl_25.jpg,EfficientNetB0,glioma,meningioma,0.72021484375,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img167_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
167,glioma/Te-gl_25.jpg,EfficientNetB0,glioma,meningioma,0.72021484375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img167_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
167,glioma/Te-gl_25.jpg,ResNet50,glioma,glioma,0.9873046875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img167_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
167,glioma/Te-gl_25.jpg,VGG16,glioma,glioma,0.91748046875,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img167_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
182,glioma/Te-gl_263.jpg,EfficientNetB0,glioma,meningioma,0.888671875,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img182_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
182,glioma/Te-gl_263.jpg,ResNet50,glioma,meningioma,0.671875,glioma_meningioma_confusion,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img182_glioma_meningioma_confusion.png
182,glioma/Te-gl_263.jpg,VGG16,glioma,glioma,0.66845703125,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img182_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
183,glioma/Te-gl_264.jpg,EfficientNetB0,glioma,notumor,0.87890625,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img183_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
183,glioma/Te-gl_264.jpg,ResNet50,glioma,meningioma,1.0,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img183_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
189,glioma/Te-gl_27.jpg,EfficientNetB0,glioma,meningioma,0.5390625,glioma_meningioma_confusion,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img189_glioma_meningioma_confusion.png
197,glioma/Te-gl_277.jpg,EfficientNetB0,glioma,notumor,0.8154296875,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img197_pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0.png
197,glioma/Te-gl_277.jpg,VGG16,glioma,meningioma,0.6083984375,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img197_pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0.png
198,glioma/Te-gl_278.jpg,EfficientNetB0,glioma,glioma,0.97412109375,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img198_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
198,glioma/Te-gl_278.jpg,ResNet50,glioma,notumor,0.7421875,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img198_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
209,glioma/Te-gl_288.jpg,EfficientNetB0,glioma,glioma,0.97705078125,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img209_pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0.png
209,glioma/Te-gl_288.jpg,VGG16,glioma,meningioma,0.66650390625,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img209_pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0.png
212,glioma/Te-gl_290.jpg,EfficientNetB0,glioma,glioma,0.7939453125,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img212_pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0.png
212,glioma/Te-gl_290.jpg,VGG16,glioma,meningioma,0.50439453125,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img212_pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0.png
217,glioma/Te-gl_295.jpg,EfficientNetB0,glioma,meningioma,0.7080078125,shared_failure,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img217_shared_failure.png
217,glioma/Te-gl_295.jpg,EfficientNetB0,glioma,meningioma,0.7080078125,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img217_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
217,glioma/Te-gl_295.jpg,EfficientNetB0,glioma,meningioma,0.7080078125,glioma_meningioma_confusion,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img217_glioma_meningioma_confusion.png
217,glioma/Te-gl_295.jpg,ResNet50,glioma,notumor,0.51904296875,shared_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img217_shared_failure.png
217,glioma/Te-gl_295.jpg,ResNet50,glioma,notumor,0.51904296875,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img217_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
217,glioma/Te-gl_295.jpg,VGG16,glioma,meningioma,0.76171875,shared_failure,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img217_shared_failure.png
223,glioma/Te-gl_30.jpg,EfficientNetB0,glioma,meningioma,0.6337890625,model_specific_failure,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img223_model_specific_failure.png
223,glioma/Te-gl_30.jpg,EfficientNetB0,glioma,meningioma,0.6337890625,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img223_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
223,glioma/Te-gl_30.jpg,EfficientNetB0,glioma,meningioma,0.6337890625,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img223_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
223,glioma/Te-gl_30.jpg,ResNet50,glioma,glioma,0.9951171875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img223_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
223,glioma/Te-gl_30.jpg,VGG16,glioma,glioma,0.994140625,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img223_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
227,glioma/Te-gl_303.jpg,ResNet50,glioma,meningioma,0.9892578125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img227_pairwise_both_wrong_different_preds_VGG16_vs_ResNet50.png
227,glioma/Te-gl_303.jpg,VGG16,glioma,notumor,0.970703125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img227_pairwise_both_wrong_different_preds_VGG16_vs_ResNet50.png
232,glioma/Te-gl_308.jpg,EfficientNetB0,glioma,meningioma,0.6064453125,model_specific_failure,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img232_model_specific_failure.png
238,glioma/Te-gl_313.jpg,EfficientNetB0,glioma,notumor,0.86767578125,shared_failure,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img238_shared_failure.png
238,glioma/Te-gl_313.jpg,EfficientNetB0,glioma,notumor,0.86767578125,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img238_pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0.png
238,glioma/Te-gl_313.jpg,ResNet50,glioma,meningioma,0.8115234375,shared_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img238_shared_failure.png
238,glioma/Te-gl_313.jpg,VGG16,glioma,meningioma,0.55810546875,shared_failure,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img238_shared_failure.png
238,glioma/Te-gl_313.jpg,VGG16,glioma,meningioma,0.55810546875,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img238_pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0.png
262,glioma/Te-gl_335.jpg,EfficientNetB0,glioma,notumor,0.55126953125,shared_failure,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img262_shared_failure.png
262,glioma/Te-gl_335.jpg,EfficientNetB0,glioma,notumor,0.55126953125,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img262_pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0.png
262,glioma/Te-gl_335.jpg,ResNet50,glioma,meningioma,0.9990234375,shared_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img262_shared_failure.png
262,glioma/Te-gl_335.jpg,VGG16,glioma,meningioma,1.0,shared_failure,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img262_shared_failure.png
262,glioma/Te-gl_335.jpg,VGG16,glioma,meningioma,1.0,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img262_pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0.png
263,glioma/Te-gl_336.jpg,EfficientNetB0,glioma,meningioma,0.76513671875,model_specific_failure,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img263_model_specific_failure.png
280,glioma/Te-gl_351.jpg,EfficientNetB0,glioma,meningioma,0.76318359375,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img280_pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0.png
280,glioma/Te-gl_351.jpg,EfficientNetB0,glioma,meningioma,0.76318359375,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img280_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
280,glioma/Te-gl_351.jpg,ResNet50,glioma,notumor,0.87353515625,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img280_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
280,glioma/Te-gl_351.jpg,VGG16,glioma,pituitary,0.5126953125,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img280_pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0.png
327,glioma/Te-gl_394.jpg,VGG16,glioma,pituitary,0.64208984375,model_specific_failure,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img327_model_specific_failure.png
338,glioma/Te-gl_43.jpg,ResNet50,glioma,notumor,0.728515625,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img338_pairwise_both_wrong_different_preds_VGG16_vs_ResNet50.png
338,glioma/Te-gl_43.jpg,VGG16,glioma,meningioma,0.54443359375,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img338_pairwise_both_wrong_different_preds_VGG16_vs_ResNet50.png
338,glioma/Te-gl_43.jpg,VGG16,glioma,meningioma,0.54443359375,glioma_meningioma_confusion,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img338_glioma_meningioma_confusion.png
347,glioma/Te-gl_51.jpg,ResNet50,glioma,meningioma,0.8359375,model_specific_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img347_model_specific_failure.png
347,glioma/Te-gl_51.jpg,ResNet50,glioma,meningioma,0.8359375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img347_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
347,glioma/Te-gl_51.jpg,VGG16,glioma,glioma,0.7060546875,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img347_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
352,glioma/Te-gl_56.jpg,VGG16,glioma,meningioma,0.68701171875,glioma_meningioma_confusion,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img352_glioma_meningioma_confusion.png
355,glioma/Te-gl_59.jpg,EfficientNetB0,glioma,notumor,0.88037109375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img355_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
355,glioma/Te-gl_59.jpg,ResNet50,glioma,glioma,0.56591796875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img355_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
359,glioma/Te-gl_62.jpg,ResNet50,glioma,meningioma,0.833984375,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img359_pairwise_both_wrong_different_preds_VGG16_vs_ResNet50.png
359,glioma/Te-gl_62.jpg,VGG16,glioma,notumor,0.98828125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img359_pairwise_both_wrong_different_preds_VGG16_vs_ResNet50.png
374,glioma/Te-gl_76.jpg,EfficientNetB0,glioma,meningioma,0.53662109375,shared_failure,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img374_shared_failure.png
374,glioma/Te-gl_76.jpg,ResNet50,glioma,meningioma,0.7744140625,shared_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img374_shared_failure.png
374,glioma/Te-gl_76.jpg,VGG16,glioma,meningioma,1.0,shared_failure,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img374_shared_failure.png
374,glioma/Te-gl_76.jpg,VGG16,glioma,meningioma,1.0,glioma_meningioma_confusion,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img374_glioma_meningioma_confusion.png
376,glioma/Te-gl_78.jpg,ResNet50,glioma,meningioma,0.97705078125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img376_pairwise_both_wrong_different_preds_VGG16_vs_ResNet50.png
376,glioma/Te-gl_78.jpg,VGG16,glioma,notumor,1.0,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img376_pairwise_both_wrong_different_preds_VGG16_vs_ResNet50.png
381,glioma/Te-gl_82.jpg,EfficientNetB0,glioma,glioma,0.481689453125,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img381_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
381,glioma/Te-gl_82.jpg,ResNet50,glioma,meningioma,0.564453125,model_specific_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img381_model_specific_failure.png
381,glioma/Te-gl_82.jpg,ResNet50,glioma,meningioma,0.564453125,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img381_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
381,glioma/Te-gl_82.jpg,ResNet50,glioma,meningioma,0.564453125,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img381_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
381,glioma/Te-gl_82.jpg,ResNet50,glioma,meningioma,0.564453125,glioma_meningioma_confusion,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img381_glioma_meningioma_confusion.png
381,glioma/Te-gl_82.jpg,VGG16,glioma,glioma,0.62255859375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img381_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
383,glioma/Te-gl_84.jpg,EfficientNetB0,glioma,meningioma,0.90869140625,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img383_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
383,glioma/Te-gl_84.jpg,VGG16,glioma,glioma,0.98828125,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img383_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
394,glioma/Te-gl_94.jpg,VGG16,glioma,pituitary,0.95947265625,model_specific_failure,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img394_model_specific_failure.png
404,meningioma/Te-aug-me_102.jpg,EfficientNetB0,meningioma,meningioma,0.609375,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img404_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
404,meningioma/Te-aug-me_102.jpg,ResNet50,meningioma,pituitary,0.9892578125,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img404_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
416,meningioma/Te-aug-me_20.jpg,ResNet50,meningioma,glioma,0.61083984375,glioma_meningioma_confusion,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img416_glioma_meningioma_confusion.png
446,meningioma/Te-aug-me_48.jpg,EfficientNetB0,meningioma,meningioma,0.537109375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img446_pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0.png
446,meningioma/Te-aug-me_48.jpg,VGG16,meningioma,pituitary,0.73046875,model_specific_failure,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img446_model_specific_failure.png
446,meningioma/Te-aug-me_48.jpg,VGG16,meningioma,pituitary,0.73046875,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img446_pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0.png
455,meningioma/Te-aug-me_56.jpg,EfficientNetB0,meningioma,glioma,0.6962890625,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img455_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
455,meningioma/Te-aug-me_56.jpg,ResNet50,meningioma,meningioma,0.85693359375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img455_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
459,meningioma/Te-aug-me_6.jpg,ResNet50,meningioma,glioma,0.73291015625,model_specific_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img459_model_specific_failure.png
492,meningioma/Te-aug-me_9.jpg,EfficientNetB0,meningioma,pituitary,0.94287109375,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img492_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
492,meningioma/Te-aug-me_9.jpg,VGG16,meningioma,meningioma,0.994140625,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img492_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
494,meningioma/Te-aug-me_91.jpg,ResNet50,meningioma,pituitary,0.88134765625,model_specific_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img494_model_specific_failure.png
494,meningioma/Te-aug-me_91.jpg,ResNet50,meningioma,pituitary,0.88134765625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img494_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
494,meningioma/Te-aug-me_91.jpg,VGG16,meningioma,meningioma,0.68212890625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img494_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
495,meningioma/Te-aug-me_92.jpg,EfficientNetB0,meningioma,glioma,0.94970703125,glioma_meningioma_confusion,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img495_glioma_meningioma_confusion.png
495,meningioma/Te-aug-me_92.jpg,ResNet50,meningioma,pituitary,0.6630859375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img495_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
495,meningioma/Te-aug-me_92.jpg,VGG16,meningioma,meningioma,0.69775390625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img495_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
525,meningioma/Te-me_119.jpg,EfficientNetB0,meningioma,glioma,0.63525390625,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img525_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
525,meningioma/Te-me_119.jpg,VGG16,meningioma,meningioma,0.984375,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img525_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
527,meningioma/Te-me_120.jpg,EfficientNetB0,meningioma,glioma,0.8154296875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img527_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
527,meningioma/Te-me_120.jpg,ResNet50,meningioma,meningioma,0.99609375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img527_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
535,meningioma/Te-me_128.jpg,EfficientNetB0,meningioma,meningioma,0.744140625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img535_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
535,meningioma/Te-me_128.jpg,ResNet50,meningioma,pituitary,0.6015625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img535_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
535,meningioma/Te-me_128.jpg,ResNet50,meningioma,pituitary,0.6015625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img535_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
535,meningioma/Te-me_128.jpg,VGG16,meningioma,meningioma,0.99609375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img535_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
548,meningioma/Te-me_14.jpg,ResNet50,meningioma,glioma,0.775390625,model_specific_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img548_model_specific_failure.png
550,meningioma/Te-me_141.jpg,ResNet50,meningioma,glioma,0.5576171875,model_specific_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img550_model_specific_failure.png
