image_id,filename,true_class,model,predicted_class,confidence,failure_type,selection_reason
644,meningioma/Te-me_226.jpg,meningioma,ResNet50,glioma,0.87890625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
644,meningioma/Te-me_226.jpg,meningioma,EfficientNetB0,meningioma,0.7265625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
404,meningioma/Te-aug-me_102.jpg,meningioma,ResNet50,pituitary,0.9892578125,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
404,meningioma/Te-aug-me_102.jpg,meningioma,EfficientNetB0,meningioma,0.609375,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
381,glioma/Te-gl_82.jpg,glioma,ResNet50,meningioma,0.564453125,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
381,glioma/Te-gl_82.jpg,glioma,EfficientNetB0,glioma,0.481689453125,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
730,meningioma/Te-me_36.jpg,meningioma,ResNet50,glioma,0.88720703125,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
730,meningioma/Te-me_36.jpg,meningioma,EfficientNetB0,meningioma,0.72412109375,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
198,glioma/Te-gl_278.jpg,glioma,ResNet50,notumor,0.7421875,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
198,glioma/Te-gl_278.jpg,glioma,EfficientNetB0,glioma,0.97412109375,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
788,meningioma/Te-me_89.jpg,meningioma,ResNet50,glioma,0.60400390625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
788,meningioma/Te-me_89.jpg,meningioma,EfficientNetB0,meningioma,0.875,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
535,meningioma/Te-me_128.jpg,meningioma,ResNet50,pituitary,0.6015625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
535,meningioma/Te-me_128.jpg,meningioma,EfficientNetB0,meningioma,0.744140625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A wrong B correct
595,meningioma/Te-me_182.jpg,meningioma,ResNet50,glioma,0.85888671875,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
595,meningioma/Te-me_182.jpg,meningioma,EfficientNetB0,notumor,0.51904296875,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
68,glioma/Te-gl_160.jpg,glioma,ResNet50,pituitary,0.9453125,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
68,glioma/Te-gl_160.jpg,glioma,EfficientNetB0,meningioma,0.95166015625,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
5,glioma/Te-gl_103.jpg,glioma,ResNet50,notumor,0.9853515625,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
5,glioma/Te-gl_103.jpg,glioma,EfficientNetB0,meningioma,0.9541015625,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
217,glioma/Te-gl_295.jpg,glioma,ResNet50,notumor,0.51904296875,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
217,glioma/Te-gl_295.jpg,glioma,EfficientNetB0,meningioma,0.7080078125,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
183,glioma/Te-gl_264.jpg,glioma,ResNet50,meningioma,1.0,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
183,glioma/Te-gl_264.jpg,glioma,EfficientNetB0,notumor,0.87890625,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
1497,pituitary/Te-pi_367.jpg,pituitary,ResNet50,meningioma,0.5439453125,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
1497,pituitary/Te-pi_367.jpg,pituitary,EfficientNetB0,glioma,0.8173828125,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
99,glioma/Te-gl_189.jpg,glioma,ResNet50,notumor,0.630859375,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
99,glioma/Te-gl_189.jpg,glioma,EfficientNetB0,meningioma,0.900390625,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
784,meningioma/Te-me_85.jpg,meningioma,ResNet50,pituitary,0.654296875,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
784,meningioma/Te-me_85.jpg,meningioma,EfficientNetB0,glioma,0.51318359375,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
66,glioma/Te-gl_159.jpg,glioma,ResNet50,notumor,0.97802734375,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
66,glioma/Te-gl_159.jpg,glioma,EfficientNetB0,meningioma,0.437255859375,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
280,glioma/Te-gl_351.jpg,glioma,ResNet50,notumor,0.87353515625,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
280,glioma/Te-gl_351.jpg,glioma,EfficientNetB0,meningioma,0.76318359375,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: both wrong different preds
