image_id,filename,filepath,true_class,model,predicted_class,confidence,failure_type,selection_reason
127,glioma/Te-gl_213.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_213.jpg,glioma,ResNet50,meningioma,0.7529296875,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
616,meningioma/Te-me_200.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_200.jpg,meningioma,VGG16,pituitary,0.689453125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
616,meningioma/Te-me_200.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_200.jpg,meningioma,ResNet50,glioma,0.583984375,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
376,glioma/Te-gl_78.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_78.jpg,glioma,VGG16,notumor,1.0,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
376,glioma/Te-gl_78.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_78.jpg,glioma,ResNet50,meningioma,0.97705078125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
38,glioma/Te-gl_133.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_133.jpg,glioma,VGG16,meningioma,0.62939453125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
38,glioma/Te-gl_133.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_133.jpg,glioma,ResNet50,notumor,0.99609375,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
33,glioma/Te-gl_129.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_129.jpg,glioma,VGG16,notumor,0.970703125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
33,glioma/Te-gl_129.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_129.jpg,glioma,ResNet50,meningioma,0.9892578125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
227,glioma/Te-gl_303.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_303.jpg,glioma,VGG16,notumor,0.970703125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
227,glioma/Te-gl_303.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_303.jpg,glioma,ResNet50,meningioma,0.9892578125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
359,glioma/Te-gl_62.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_62.jpg,glioma,VGG16,notumor,0.98828125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
359,glioma/Te-gl_62.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_62.jpg,glioma,ResNet50,meningioma,0.833984375,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,VGG16 vs ResNet50: both wrong different preds
182,glioma/Te-gl_263.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_263.jpg,glioma,VGG16,glioma,0.66845703125,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
182,glioma/Te-gl_263.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_263.jpg,glioma,EfficientNetB0,meningioma,0.888671875,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
29,glioma/Te-gl_125.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_125.jpg,glioma,VGG16,glioma,0.93115234375,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
29,glioma/Te-gl_125.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_125.jpg,glioma,EfficientNetB0,meningioma,0.5732421875,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
525,meningioma/Te-me_119.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_119.jpg,meningioma,VGG16,meningioma,0.984375,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
525,meningioma/Te-me_119.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_119.jpg,meningioma,EfficientNetB0,glioma,0.63525390625,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
492,meningioma/Te-aug-me_9.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_9.jpg,meningioma,VGG16,meningioma,0.994140625,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
492,meningioma/Te-aug-me_9.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_9.jpg,meningioma,EfficientNetB0,pituitary,0.94287109375,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
383,glioma/Te-gl_84.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_84.jpg,glioma,VGG16,glioma,0.98828125,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
383,glioma/Te-gl_84.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_84.jpg,glioma,EfficientNetB0,meningioma,0.90869140625,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
223,glioma/Te-gl_30.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_30.jpg,glioma,VGG16,glioma,0.994140625,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
223,glioma/Te-gl_30.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_30.jpg,glioma,EfficientNetB0,meningioma,0.6337890625,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
167,glioma/Te-gl_25.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_25.jpg,glioma,VGG16,glioma,0.91748046875,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
167,glioma/Te-gl_25.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_25.jpg,glioma,EfficientNetB0,meningioma,0.72021484375,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
110,glioma/Te-gl_199.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_199.jpg,glioma,VGG16,glioma,0.476318359375,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
110,glioma/Te-gl_199.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_199.jpg,glioma,EfficientNetB0,pituitary,0.625,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
724,meningioma/Te-me_30.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_30.jpg,meningioma,VGG16,meningioma,0.986328125,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
724,meningioma/Te-me_30.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_30.jpg,meningioma,EfficientNetB0,glioma,0.544921875,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
43,glioma/Te-gl_138.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_138.jpg,glioma,VGG16,glioma,0.8310546875,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
43,glioma/Te-gl_138.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_138.jpg,glioma,EfficientNetB0,meningioma,0.80908203125,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A correct B wrong
569,meningioma/Te-me_159.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_159.jpg,meningioma,VGG16,pituitary,0.771484375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
569,meningioma/Te-me_159.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_159.jpg,meningioma,EfficientNetB0,meningioma,0.91748046875,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
74,glioma/Te-gl_166.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_166.jpg,glioma,VGG16,notumor,0.7431640625,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
74,glioma/Te-gl_166.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_166.jpg,glioma,EfficientNetB0,glioma,0.97412109375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
0,glioma/Te-gl_1.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_1.jpg,glioma,VGG16,meningioma,0.47705078125,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
0,glioma/Te-gl_1.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_1.jpg,glioma,EfficientNetB0,glioma,0.552734375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
144,glioma/Te-gl_229.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_229.jpg,glioma,VGG16,meningioma,0.97802734375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
144,glioma/Te-gl_229.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_229.jpg,glioma,EfficientNetB0,glioma,0.83642578125,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
129,glioma/Te-gl_215.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_215.jpg,glioma,VGG16,meningioma,0.474853515625,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
129,glioma/Te-gl_215.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_215.jpg,glioma,EfficientNetB0,glioma,0.89892578125,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
446,meningioma/Te-aug-me_48.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_48.jpg,meningioma,VGG16,pituitary,0.73046875,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
446,meningioma/Te-aug-me_48.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_48.jpg,meningioma,EfficientNetB0,meningioma,0.537109375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
79,glioma/Te-gl_170.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_170.jpg,glioma,VGG16,meningioma,0.7802734375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
79,glioma/Te-gl_170.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_170.jpg,glioma,EfficientNetB0,glioma,0.77392578125,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
1175,notumor/Te-no_77.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/notumor/Te-no_77.jpg,notumor,VGG16,meningioma,0.568359375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
1175,notumor/Te-no_77.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/notumor/Te-no_77.jpg,notumor,EfficientNetB0,notumor,0.90234375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
209,glioma/Te-gl_288.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_288.jpg,glioma,VGG16,meningioma,0.66650390625,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
209,glioma/Te-gl_288.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_288.jpg,glioma,EfficientNetB0,glioma,0.97705078125,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
212,glioma/Te-gl_290.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_290.jpg,glioma,VGG16,meningioma,0.50439453125,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
212,glioma/Te-gl_290.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_290.jpg,glioma,EfficientNetB0,glioma,0.7939453125,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: A wrong B correct
99,glioma/Te-gl_189.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_189.jpg,glioma,VGG16,notumor,0.927734375,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
99,glioma/Te-gl_189.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_189.jpg,glioma,EfficientNetB0,meningioma,0.900390625,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
38,glioma/Te-gl_133.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_133.jpg,glioma,VGG16,meningioma,0.62939453125,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
38,glioma/Te-gl_133.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_133.jpg,glioma,EfficientNetB0,notumor,0.38037109375,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
262,glioma/Te-gl_335.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_335.jpg,glioma,VGG16,meningioma,1.0,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
262,glioma/Te-gl_335.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_335.jpg,glioma,EfficientNetB0,notumor,0.55126953125,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
127,glioma/Te-gl_213.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_213.jpg,glioma,VGG16,pituitary,0.40576171875,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
127,glioma/Te-gl_213.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_213.jpg,glioma,EfficientNetB0,meningioma,0.490966796875,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
1497,pituitary/Te-pi_367.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/pituitary/Te-pi_367.jpg,pituitary,VGG16,meningioma,0.68310546875,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
1497,pituitary/Te-pi_367.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/pituitary/Te-pi_367.jpg,pituitary,EfficientNetB0,glioma,0.8173828125,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
280,glioma/Te-gl_351.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_351.jpg,glioma,VGG16,pituitary,0.5126953125,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
280,glioma/Te-gl_351.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_351.jpg,glioma,EfficientNetB0,meningioma,0.76318359375,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
75,glioma/Te-gl_167.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_167.jpg,glioma,VGG16,notumor,0.5263671875,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
75,glioma/Te-gl_167.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_167.jpg,glioma,EfficientNetB0,pituitary,0.74951171875,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
66,glioma/Te-gl_159.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_159.jpg,glioma,VGG16,notumor,0.67041015625,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
66,glioma/Te-gl_159.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_159.jpg,glioma,EfficientNetB0,meningioma,0.437255859375,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
197,glioma/Te-gl_277.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_277.jpg,glioma,VGG16,meningioma,0.6083984375,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
197,glioma/Te-gl_277.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_277.jpg,glioma,EfficientNetB0,notumor,0.8154296875,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
238,glioma/Te-gl_313.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_313.jpg,glioma,VGG16,meningioma,0.55810546875,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
238,glioma/Te-gl_313.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_313.jpg,glioma,EfficientNetB0,notumor,0.86767578125,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,VGG16 vs EfficientNetB0: both wrong different preds
167,glioma/Te-gl_25.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_25.jpg,glioma,ResNet50,glioma,0.9873046875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
167,glioma/Te-gl_25.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_25.jpg,glioma,EfficientNetB0,meningioma,0.72021484375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
43,glioma/Te-gl_138.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_138.jpg,glioma,ResNet50,glioma,0.97607421875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
43,glioma/Te-gl_138.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_138.jpg,glioma,EfficientNetB0,meningioma,0.80908203125,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
527,meningioma/Te-me_120.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_120.jpg,meningioma,ResNet50,meningioma,0.99609375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
527,meningioma/Te-me_120.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_120.jpg,meningioma,EfficientNetB0,glioma,0.8154296875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
455,meningioma/Te-aug-me_56.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_56.jpg,meningioma,ResNet50,meningioma,0.85693359375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
455,meningioma/Te-aug-me_56.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_56.jpg,meningioma,EfficientNetB0,glioma,0.6962890625,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
355,glioma/Te-gl_59.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_59.jpg,glioma,ResNet50,glioma,0.56591796875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
355,glioma/Te-gl_59.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_59.jpg,glioma,EfficientNetB0,notumor,0.88037109375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
223,glioma/Te-gl_30.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_30.jpg,glioma,ResNet50,glioma,0.9951171875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
223,glioma/Te-gl_30.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_30.jpg,glioma,EfficientNetB0,meningioma,0.6337890625,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
164,glioma/Te-gl_247.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_247.jpg,glioma,ResNet50,glioma,0.95263671875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
164,glioma/Te-gl_247.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_247.jpg,glioma,EfficientNetB0,meningioma,0.9052734375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
662,meningioma/Te-me_242.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_242.jpg,meningioma,ResNet50,meningioma,1.0,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
662,meningioma/Te-me_242.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_242.jpg,meningioma,EfficientNetB0,pituitary,0.9267578125,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
695,meningioma/Te-me_272.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_272.jpg,meningioma,ResNet50,meningioma,0.75341796875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
695,meningioma/Te-me_272.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_272.jpg,meningioma,EfficientNetB0,pituitary,0.591796875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,ResNet50 vs EfficientNetB0: A correct B wrong
